  0.100000001       8.38278008
  0.200000003       8.95316124
  0.300000012       1.25188589
  0.400000006       7.79348850
  0.500000000       1.75387144
  0.600000024       1.65506601
  0.699999988       5.33591986
  0.800000012      0.420432091    
  0.899999976       2.81554461
   1.00000000      0.117955208
   1.10000002       5.78352690
   1.20000005       4.61807728
   1.29999995       2.50366688
   1.39999998       2.60985851
   1.50000000       3.30714226
   1.60000002       3.39258909
   1.70000005       4.10938978
